,sample3_type1_v1.py,sample3_type2_v1.py,sample3_type2_v2.py,sample3_type3_v1.py,sample3_type3_v2.py,sample4_type1_v1.py,sample4_type2_v1.py,sample4_type2_v2.py,sample4_type2_v3.py,sample4_type3_v1.py,sample4_type3_v2.py,sample4_type3_v3.py
sample3_type1_v1.py,0.0)
sample3_type2_v1.py,50,0.0
sample3_type2_v2.py,0.0,0.0,0.0
