,sample5_type1_v1.py,sample5_type2_v1.py,sample5_type2_v2.py,sample5_type3_v1.py,sample5_type3_v2.py,sample6_type1_v1.py,sample6_type2_v1.py,sample6_type2_v2.py,sample6_type3_v1.py,sample6_type3_v2.py,sample6_type3_v3.py
sample5_type1_v1.py,0.0
sample5_type2_v1.py,0.0,0.0
sample5_type2_v2.py,0.0,0.0,0.0
